"lgm_row","lgm_long","lgm_lat","row_findin","distance","Sample","Sample_ID","Flag","Device","Latitude","Longitude","Water_depth","Ocean","Sample_depth_top","Sample_depth_bottom","Sample_depth_average","Author","Journal","Year","Publication_doi","Resource_doi","Comment","Database","Type","Count_min","Count","Dentigloborotalia_anfracta","Globorotalia_cavernula","Globorotalia_crassaformis","Globorotalia_hirsuta","Globorotalia_menardii","Globorotalia_scitula","Globorotalia_truncatulinoides","Globorotalia_tumida","Globorotalia_ungulata","Globorotalia_theyeri","Globoconella_inflata","Neogloboquadrina_dutertrei","Neogloboquadrina_incompta","Neogloboquadrina_pachyderma","Pulleniatina_obliquiloculata","Globoquadrina_conglomerata","Globorotaloides_hexagonus","Berggrenia_pumilio","Globigerina_bulloides","Globigerina_falconensis","Globigerinoides_conglobatus","Globigerinoides_ruber","Globigerinoides_white","Trilobatus_sacculifer","Globigerinoides_tenellus","Orbulina_universa","Beella_digitata","Globigerinella_siphonifera","Globigerinella_calida","Globigerinella_adamsi","Turborotalita_quinqueloba","Turborotalita_humilis","Globoturborotalita_rubescens","Sphaeroidinella_dehiscens","Candeina_nitida","Globigerinita_glutinata","Globigerinita_uvula","Globigerinita_minuta","Tenuitella_iota","Hastigerina_pelagica","Hastigerinella_digitata","Globorotalia_menardii_._Globorotalia_tumida","Globigerinoides_ruber_._Globigerinoides_white","Turborotalita_humilis_._Berggrenia_pumilio","unidentified","site","woa_tmn","woa_tsd","woa_dist"
218,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
219,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
220,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
221,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
222,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
223,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
224,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
225,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
226,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
227,-11.2423,61.872,1310,57681.0107452879,"V27-38","BUFD_1066",0,"Piston",61.36666667,-11.48333333,1317,7,NA,NA,0.01,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,377,0,NA,0,0.013262599,0,0.013262599,0,0,NA,0,0.053050398,0.01061008,0.24668435,0.421750663,0,0,0,0,0.108753316,0.00265252,0,0,0,0,0,0.00265252,0,0.00265252,0,0,0.087533156,0,0,0,0,0.018567639,0,NA,0,NA,NA,NA,NA,NA,0.018567639,"site1310",9.492,1.776,14869.0892
228,-39.445,59.522,2078,33.3957470463612,"SU90-I6","ATL947_0672",1,"Multi",59.5217,-39.445,1315,7,0,0.01,0.005,"Duprat, J.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,295,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.823,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0.017,0,0,0,0,0,NA,NA,NA,0,"site2078",5.992,1.946,3935.1312
229,-39.445,59.522,2078,33.3957470463612,"SU90-I6","ATL947_0672",1,"Multi",59.5217,-39.445,1315,7,0,0.01,0.005,"Duprat, J.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",12,0,NA,295,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.823,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0.017,0,0,0,0,0,NA,NA,NA,0,"site2078",5.992,1.946,3935.1312
230,-23.2427,59.469,647,33567.5138440114,"RC9C9","BUFD_0357",0,"Piston",59.65,-22.76666667,2468,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,410,0,NA,0,0.002439024,0,0.007317073,0,0,NA,0,0.029268293,0.124390244,0.224390244,0.053658537,0.002439024,0,0,0,0.27804878,0.019512195,0,0,0,0,0,0.002439024,0.002439024,0,0,0,0.051219512,0,0,0,0,0.175609756,0,NA,0,NA,NA,NA,NA,NA,0.026829268,"site647",9.869,1.481,22467.903
231,-23.2427,59.469,647,33567.5138440114,"RC9C9","BUFD_0357",0,"Piston",59.65,-22.76666667,2468,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,410,0,NA,0,0.002439024,0,0.007317073,0,0,NA,0,0.029268293,0.124390244,0.224390244,0.053658537,0.002439024,0,0,0,0.27804878,0.019512195,0,0,0,0,0,0.002439024,0.002439024,0,0,0,0.051219512,0,0,0,0,0.175609756,0,NA,0,NA,NA,NA,NA,NA,0.026829268,"site647",9.869,1.481,22467.903
232,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
233,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
234,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
235,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
236,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
237,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
238,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
239,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
240,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
241,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
242,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
243,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
244,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
245,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
246,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
247,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
248,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
249,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
250,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
251,-30.9048,59.186,1227,138781.596488423,"V23-29","BUFD_0975",0,"N/A",59.95,-32.85,2186,7,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",2,1,NA,620,0,NA,0,0,0,0.003225806,0,0,NA,0,0.009677419,0.00483871,0.158064516,0.206451613,0,0,0,0,0.241935484,0.008064516,0,0,0,0,0,0,0,0,0,0,0.272580645,0,0,0,0,0.082258065,0,NA,0,NA,NA,NA,NA,NA,0.012903226,"site1227",7.773,1.822,53807.0504
252,-19.4349,58.629,1520,767.258206243638,"11896-3BX","ATL947_0031",1,"Box",58.63,-19.448,2790,7,0,0.01,0.005,"Swallow, J.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, coordinates corrected via depth control, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,NA,488,NA,0,0,0.001998002,0.005994006,0.00999001,0,0,NA,NA,0.046953047,0,0.368631369,0.030969031,0,0,0,NA,0.273726274,0,0,0,0.001998002,0,0,0.001998002,0,0,0,0,0.042957043,0,0,0,0,0.207792208,0,NA,NA,NA,NA,NA,NA,NA,0.006993007,"site1520",10.238,1.434,14783.0734
253,-19.4349,58.629,1520,767.258206243638,"11896-3BX","ATL947_0031",1,"Box",58.63,-19.448,2790,7,0,0.01,0.005,"Swallow, J.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, coordinates corrected via depth control, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,NA,488,NA,0,0,0.001998002,0.005994006,0.00999001,0,0,NA,NA,0.046953047,0,0.368631369,0.030969031,0,0,0,NA,0.273726274,0,0,0,0.001998002,0,0,0.001998002,0,0,0,0,0.042957043,0,0,0,0,0.207792208,0,NA,NA,NA,NA,NA,NA,NA,0.006993007,"site1520",10.238,1.434,14783.0734
254,-19.4349,58.629,1520,767.258206243638,"11896-3BX","ATL947_0031",1,"Box",58.63,-19.448,2790,7,0,0.01,0.005,"Swallow, J.","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, coordinates corrected via depth control, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,NA,488,NA,0,0,0.001998002,0.005994006,0.00999001,0,0,NA,NA,0.046953047,0,0.368631369,0.030969031,0,0,0,NA,0.273726274,0,0,0,0.001998002,0,0,0.001998002,0,0,0,0,0.042957043,0,0,0,0,0.207792208,0,NA,NA,NA,NA,NA,NA,NA,0.006993007,"site1520",10.238,1.434,14783.0734
